src_ip,session,clean,unrated,suspicious,malicious
167.114.96.239,d6eb1461b47c,58,29,3,3
167.172.105.64,bd6d62ad24e4,56,30,2,3
167.172.105.64,b3635e70eb0a,56,30,2,3
167.172.105.64,a9f22e6030d2,56,30,2,3
167.172.105.64,2d8fa43c1f20,56,30,2,3
167.99.58.52,2759ac3fb668,56,32,1,2
167.99.58.52,b56a5230a8b6,56,32,1,2
167.99.58.52,d748506cf3da,56,32,1,2
167.99.58.52,1aeba14e93ba,56,32,1,2
167.99.58.52,2c3735673d4f,56,32,1,2
167.99.58.52,bcde574033cc,56,32,1,2
167.99.58.52,2fcd8c7bb575,56,32,1,2
