src_ip,session,clean,unrated,suspicious,malicious
84.52.103.234,e76443a60602,54,30,2,4
84.52.103.234,fe38abc633c3,54,30,2,4
84.52.103.234,9b877ccfa05a,54,30,2,4
84.52.103.234,1a9acf5fbd1f,54,30,2,4
84.52.103.234,182db3b87145,54,30,2,4
84.52.103.234,790ef3d2fcfa,54,30,2,4
84.52.103.234,64ab526e6560,54,30,2,4
84.52.103.234,04441cb8be92,54,30,2,4
84.52.103.234,940b69586556,54,30,2,4
84.52.103.234,5fe5bc8a4715,54,30,2,4
85.18.236.229,160dd60ca97e,52,30,2,6
85.18.236.229,76583d9dcf4e,52,30,2,6
85.18.236.229,bf91d4bfb78d,52,30,2,6
85.18.236.229,159370774dd8,52,30,2,6
85.18.236.229,d27f66dbb213,52,30,2,6
85.18.236.229,94c9760da0dd,52,30,2,6
85.18.236.229,9825059e7a5f,52,30,2,6
85.18.236.229,9c546650b7c8,52,30,2,6
85.244.96.116,93481fec3068,58,30,1,3
85.247.2.222,90cca19b81b7,54,31,2,3
85.247.2.222,ec51eca19d9a,54,31,2,3
85.247.2.222,dad14c5871ba,54,31,2,3
85.247.2.222,7899c78ff3b9,54,31,2,3
85.247.2.222,47f6a3e172fe,54,31,2,3
86.102.131.54,17f3091fa2e5,52,29,3,3
86.102.131.54,519529a954b6,52,29,3,3
86.102.131.54,419cb989158e,52,29,3,3
86.102.131.54,3e11bea53558,52,29,3,3
89.208.104.147,cea8f027129c,53,31,1,4
89.208.104.147,ae984c36c8f6,53,31,1,4
89.208.104.147,ece5fdbb6f84,53,31,1,4
89.22.231.136,b4630afee459,59,29,3,2
89.252.169.173,2436c4bfb4f1,55,30,2,4
89.252.169.173,e0ade601f4a4,55,30,2,4
89.252.169.173,d979ed1789ad,55,30,2,4
89.252.169.173,4692c98c788d,55,30,2,4
89.252.169.173,3f80e53cb926,55,30,2,4
89.35.14.168,d6903bc7a724,57,31,2,0
89.35.14.168,5533839dd73d,57,31,2,0
89.35.14.168,6be3a115b8f3,57,31,2,0
89.46.223.31,d337813fbccb,56,31,2,2
89.46.223.31,25e43e931fb1,56,31,2,2
89.46.223.31,56834b8eb1fc,56,31,2,2
89.46.223.31,16206e614553,56,31,2,2
89.46.223.31,b0f6dfcaa9aa,56,31,2,2
89.46.223.31,050cd60c84cd,56,31,2,2
89.46.223.31,595cc2c9c072,56,31,2,2
89.46.223.32,b9c9efa7bce6,57,30,1,3
89.46.223.32,53fb4b2bef56,57,30,1,3
91.144.158.231,6432637b9d0b,51,30,3,5
91.144.158.231,e8fee3ae54dd,51,30,3,5
91.144.158.231,3fa3f9d1167a,51,30,3,5
91.144.158.231,c7c92b5d0ec4,51,30,3,5
91.144.158.231,99b701f2c992,51,30,3,5
91.144.158.231,a30a32ef95da,51,30,3,5
91.144.158.231,1c415eec7033,51,30,3,5
91.144.158.231,df6c82df7c69,51,30,3,5
91.144.158.231,79c4f06d93ae,51,30,3,5
91.144.158.231,16deebbf979c,51,30,3,5
91.144.158.231,e7a162b99c84,51,30,3,5
91.144.158.231,e7403a957477,51,30,3,5
91.144.158.231,5d04449a37c3,51,30,3,5
91.144.158.231,8db90c618c8e,51,30,3,5
91.144.158.231,332892c3e1b1,51,30,3,5
91.144.158.231,09cca9f7753e,51,30,3,5
91.144.158.231,c44135285cae,51,30,3,5
91.151.88.144,46349cf66746,55,31,1,3
91.151.88.144,f59d4f497027,55,31,1,3
91.213.99.45,ffd3e43e011a,53,28,2,5
91.213.99.45,56698e4abfc5,53,28,2,5
92.118.39.133,33bb1fd0b0da,55,28,1,4
92.205.21.182,54c1790f0ea1,55,29,4,3
92.205.21.182,387e5df73080,55,29,4,3
92.205.21.182,bfa5e73209f3,55,29,4,3
92.205.21.182,3f51c7159aae,55,29,4,3
92.205.21.182,8728453c4666,55,29,4,3
92.205.21.182,a16e3fce8181,55,29,4,3
92.205.231.90,7f497fb5ecea,52,30,2,6
92.205.231.90,040fa90f5048,52,30,2,6
92.205.231.90,327d4df8d685,52,30,2,6
92.205.231.90,a1dd4886a71c,52,30,2,6
92.205.231.90,ede4017e7b62,52,30,2,6
92.205.231.90,6310a8f3aa77,52,30,2,6
92.205.231.90,b9ac2a66080d,52,30,2,6
92.205.231.90,e34e6a0d516f,52,30,2,6
92.205.231.90,e0aa8b0a7fa3,52,30,2,6
92.246.84.15,a26ab4e91be7,60,31,2,0
92.246.84.15,059cee84ec5d,60,31,2,0
92.246.84.15,7e771c37e221,60,31,2,0
92.246.84.15,f9af9feff067,60,31,2,0
92.246.84.15,bda2381c1df1,60,31,2,0
93.108.120.147,c7b23ccbcba9,54,30,2,5
93.108.120.147,7783a562645c,54,30,2,5
93.108.120.147,acfbd98e0431,54,30,2,5
93.108.120.147,cd464802b639,54,30,2,5
93.118.106.118,c50c92b1afd2,55,31,1,3
94.102.125.123,56e2c9451574,54,32,1,3
94.102.125.123,a0728b64f7a4,54,32,1,3
94.102.125.123,3e949907c96d,54,32,1,3
94.102.125.123,96af41ee5f3f,54,32,1,3
94.102.125.123,0368918742d2,54,32,1,3
94.102.125.123,0969fdb9c9b2,54,32,1,3
94.102.125.123,a6019b3ce3ec,54,32,1,3
94.158.178.252,f97b0593026a,53,30,2,4
94.158.178.252,282f83aadba4,53,30,2,4
94.158.178.252,9210a0654509,53,30,2,4
94.158.178.252,bb5b8b847cdd,53,30,2,4
94.158.178.252,e691aa1a0846,53,30,2,4
94.158.178.252,d6100f245ae1,53,30,2,4
94.159.113.18,76b43009764c,57,31,1,1
94.159.113.18,dcec46b9f6c5,57,31,1,1
94.159.113.18,6c7170bef07a,57,31,1,1
94.159.113.18,ca3a2760a29f,57,31,1,1
94.159.113.18,41b2ec31c80b,57,31,1,1
94.159.113.18,9f24a518e481,57,31,1,1
94.159.113.18,5dc4c3363b98,57,31,1,1
94.159.113.18,9079f58edf49,57,31,1,1
94.182.137.45,4b2a66af5396,57,32,1,1
94.182.137.45,30548847216e,57,32,1,1
94.182.137.45,8799718028da,57,32,1,1
94.182.137.45,55a441b49b2d,57,32,1,1
94.182.137.45,e6596706e8fc,57,32,1,1
94.182.137.45,07888b8e92a3,57,32,1,1
94.182.137.45,e7f9e05e2367,57,32,1,1
94.182.137.45,24714aac2705,57,32,1,1
94.228.163.98,28dfadefea82,55,30,2,3
94.228.163.98,eae72436ede1,55,30,2,3
94.228.163.98,e3b4f3a3db6d,55,30,2,3
94.228.163.98,85ab8b1f7a11,55,30,2,3
94.228.163.98,da8926936dd5,55,30,2,3
94.228.163.98,d0fe1078cf15,55,30,2,3
94.228.163.98,3e2e6a2e28e7,55,30,2,3
94.228.163.98,b71fcf194be4,55,30,2,3
94.228.163.98,b5ba19512032,55,30,2,3
94.228.163.98,65194000331c,55,30,2,3
94.228.169.65,d4da75bd3da8,57,31,1,1
94.228.169.65,1ec077d5752c,57,31,1,1
94.23.123.1,0ee1fb6b0305,58,31,1,2
94.23.123.1,22d80cb803cf,58,31,1,2
94.23.123.1,eb6ca9435980,58,31,1,2
94.23.123.1,6450d803c688,58,31,1,2
94.23.123.1,d909f04a9386,58,31,1,2
94.23.123.1,766362b56b61,58,31,1,2
95.167.225.76,29046f8513ce,50,29,3,6
95.167.225.76,4133729a09f8,50,29,3,6
95.167.225.76,d52b3aab1133,50,29,3,6
95.167.225.76,c9ae77905a01,50,29,3,6
95.216.5.242,ca47dbb7fd90,60,32,0,1
95.216.5.242,38b44a53111d,60,32,0,1
95.81.93.99,7545a0b89ee8,57,31,1,1
95.81.93.99,1ea8ad76240d,57,31,1,1
95.81.93.99,47bb73b0ca61,57,31,1,1
95.81.93.99,6901b769ced1,57,31,1,1
95.81.93.99,34a481dbe03d,57,31,1,1
95.81.93.99,d01c7be5e800,57,31,1,1
95.81.93.99,60efdbae03f2,57,31,1,1
95.85.114.218,99d7d0b40140,53,31,2,4
95.91.97.161,f324af96a1f9,57,32,2,2
95.91.97.161,85ac0eedbcb5,57,32,2,2
95.91.97.161,9d21b0b53f77,57,32,2,2
95.91.97.161,366b3abadd18,57,32,2,2
95.91.97.161,ad270652a677,57,32,2,2
95.91.97.161,bdb161895b11,57,32,2,2
95.91.97.161,dac4c79f3224,57,32,2,2
95.91.97.161,72100859fe98,57,32,2,2
96.78.175.36,f34ae3513d1c,49,29,1,7
96.78.175.41,f48ac0a5c490,53,29,2,5
96.78.175.41,b3bdc8d82488,53,29,2,5
96.78.175.41,80011a166ef6,53,29,2,5
96.78.175.41,74cb4754e16a,53,29,2,5
96.78.175.41,193c418c32db,53,29,2,5
97.74.83.185,38b360bd64d0,52,29,3,5
97.74.83.185,b2dd65a0c3b3,52,29,3,5
97.74.83.185,2858840a8cef,52,29,3,5
